primaryPosition,Player ID,firstName,lastName,nationality,height_cm,weight,shootsCatches
Defence,8471236,Andrej,Meszaros,SVK,187.96,223.0,L
Right Wing,8471388,Patrick,Kaleta,USA,185.42,198.0,R
Left Wing,8470018,Matt,Ellis,CAN,182.88,208.0,L
Left Wing,8471185,Curtis,Glencross,CAN,185.42,197.0,L
Defence,8476244,Raphael,Diaz,CHE,180.34,197.0,R
Goalie,8477234,Troy,Grosenick,USA,185.42,185.0,L
Right Wing,8467977,Brian,McGrattan,CAN,193.04,235.0,R
Left Wing,8471636,Tim,Sestito,USA,180.34,195.0,L
Right Wing,8476227,Joe,Whitney,USA,167.64,167.0,L
Defence,8471748,Mark,Fraser,CAN,193.04,220.0,L
Right Wing,8467545,Michael,Ryder,CAN,185.42,200.0,R
Defence,8468598,Lubomir,Visnovsky,SVK,177.8,192.0,L
Left Wing,8476214,Brandon,DeFazio,CAN,187.96,199.0,L
Defence,8475162,Mat,Clark,USA,190.5,225.0,R
Right Wing,8475309,Jerry,D'Amigo,USA,180.34,200.0,L
Defence,8468501,Anton,Volchenkov,RUS,185.42,220.0,L
Center,8474603,Eric,O'Dell,CAN,185.42,200.0,R
Left Wing,8475159,Carl,Klingberg,SWE,190.5,205.0,R
Defence,8474772,Stu,Bickel,USA,193.04,207.0,R
Center,8470719,Alexandre,Bolduc,CAN,190.5,200.0,L
Defence,8474519,Jack,Hillen,USA,177.8,190.0,L
Right Wing,8475917,Jason,Akeson,CAN,177.8,185.0,R
Center,8471767,Blair,Jones,CAN,187.96,216.0,R
Right Wing,8477059,Damien,Brunner,CHE,180.34,185.0,R
Defence,8460626,Bryce,Salvador,CAN,190.5,215.0,L
Defence,8473610,Bobby,Sanguinetti,USA,190.5,188.0,R
Goalie,8474591,Tom,McCollum,USA,187.96,226.0,L
Defence,8474184,Keaton,Ellerby,CAN,195.58,220.0,L
Right Wing,8474192,Matt,Frattin,CAN,182.88,205.0,R
Goalie,8468540,Dan,Ellis,CAN,185.42,195.0,L
Center,8475996,Brendan,Shinnimin,CAN,177.8,185.0,L
Right Wing,8466378,Martin,St. Louis,CAN,172.72,180.0,L
Right Wing,8475826,Justin,Shugg,CAN,180.34,185.0,R
Defence,8464956,Chris,Phillips,CAN,190.5,219.0,L
Left Wing,8467988,Ryan,Malone,USA,193.04,224.0,L
Goalie,8455710,Martin,Brodeur,CAN,187.96,220.0,L
Left Wing,8473514,Jesse,Joensuu,FIN,193.04,213.0,L
Left Wing,8465951,Matt,Cooke,CAN,180.34,216.0,L
Left Wing,8467346,Simon,Gagne,CAN,185.42,195.0,L
Goalie,8476844,Niklas,Svedberg,SWE,182.88,176.0,L
Left Wing,8471840,Brett,Sutter,CAN,182.88,200.0,L
Left Wing,8475896,Brendan,Ranford,CAN,177.8,205.0,L
Left Wing,8475734,Curtis,Hamilton,USA,187.96,212.0,L
Center,8475767,Joey,Hishon,CAN,177.8,170.0,L
Right Wing,8470867,Troy,Bodie,CAN,195.58,226.0,R
Left Wing,8475619,Aaron,Volpatti,CAN,182.88,215.0,L
Defence,8476799,Cameron,Schilling,USA,187.96,182.0,L
Defence,8475203,Jesse,Blacker,CAN,185.42,190.0,R
Goalie,8467972,Rob,Zepp,CAN,187.96,198.0,L
Goalie,8475252,Matt,Hackett,CAN,187.96,179.0,L
Center,8475266,Tomas,Vincour,CZE,187.96,204.0,R
Left Wing,8477913,David,Wolf,DEU,190.5,215.0,L
Right Wing,8477227,Eriah,Hayes,USA,193.04,210.0,R
Center,8469591,Cody,McCormick,CAN,187.96,222.0,R
Center,8471474,Travis,Morin,USA,185.42,200.0,L
Center,8475733,Max,Reinhart,CAN,185.42,195.0,L
Defence,8459670,Kimmo,Timonen,FIN,177.8,194.0,L
Center,8474498,Jesse,Winchester,CAN,185.42,205.0,R
Right Wing,8475154,Carter,Ashton,CAN,190.5,215.0,L
Center,8476868,Henrik,Samuelsson,USA,190.5,219.0,R
Defence,8470798,Dylan,Reese,USA,185.42,205.0,R
Left Wing,8469622,Ryane,Clowe,CAN,190.5,225.0,L
Goalie,8475824,Sami,Aittokallio,FIN,185.42,185.0,L
Center,8477228,Matt,Lindblad,USA,180.34,193.0,L
Goalie,8475680,Jussi,Rynnas,FIN,195.58,210.0,L
Defence,8475567,Julien,Brouillette,CAN,180.34,185.0,L
Goalie,8466339,Scott,Clemmensen,USA,187.96,200.0,L
Defence,8467365,John,Erskine,CAN,193.04,220.0,L
Right Wing,8476549,Daniil,Tarasov,RUS,182.88,185.0,L
Center,8476179,Will,Acton,USA,190.5,202.0,L
Defence,8474594,Slava,Voynov,RUS,182.88,194.0,R
Right Wing,8475723,Petr,Straka,CZE,185.42,185.0,L
Defence,8475342,Oliver,Lauridsen,DNK,198.12,220.0,L
Left Wing,8471326,Patrick,Bordeleau,CAN,198.12,225.0,L
Goalie,8467391,Jason,LaBarbera,CAN,190.5,232.0,L
Right Wing,8468778,Colton,Orr,CAN,190.5,222.0,R
Center,8470065,Ryan,Craig,CAN,187.96,213.0,L
Center,8474609,Luke,Adam,CAN,187.96,207.0,L
Center,8475243,Ryan,Bourque,USA,175.26,185.0,L
Goalie,8474202,John,Curry,USA,180.34,185.0,L
Center,8471299,Peter,Regin,DNK,187.96,190.0,L
Left Wing,8470189,David,Van Der Gulik,CAN,177.8,173.0,L
Defence,8477214,Conor,Allen,USA,185.42,210.0,L
Right Wing,8472365,Bobby,Robins,USA,185.42,220.0,R
Center,8470662,Colin,Fraser,CAN,185.42,190.0,L
Center,8476339,Dominik,Uher,CZE,182.88,202.0,L
Goalie,8475821,Sam,Brittain,CAN,190.5,226.0,L
Defence,8475712,Taylor,Aronson,USA,185.42,205.0,R
Center,8476536,Colin,Smith,CAN,177.8,185.0,R
Goalie,8475781,Tyler,Bunz,CAN,185.42,205.0,L
Defence,8477127,Raman,Hrabarenka,BLR,193.04,230.0,R
Goalie,8477092,Andrey,Makarov,RUS,187.96,194.0,L
Center,8477410,Bogdan,Yakimov,RUS,195.58,232.0,L
Goalie,8477084,Mackenzie,Skapski,CAN,190.5,197.0,L
Goalie,8475251,Igor,Bobkov,RUS,198.12,238.0,L
Defence,8475640,Erik,Gustafsson,SWE,177.8,180.0,L
Defence,8459628,Hal,Gill,USA,200.66,243.0,L
Right Wing,8467925,Adam,Hall,USA,187.96,212.0,R
Right Wing,8471208,Dustin,Penner,CAN,193.04,247.0,L
Left Wing,8470816,Jay,Rosehill,CAN,190.5,215.0,L
Right Wing,8457981,Teemu,Selanne,FIN,182.88,209.0,R
Left Wing,8459492,Vinny,Prospal,CZE,187.96,191.0,L
Defence,8459053,Adrian,Aucoin,CAN,187.96,215.0,R
Defence,8460561,Sheldon,Souray,CAN,193.04,231.0,L
Center,8471832,Nick,Drazenovic,CAN,182.88,192.0,L
Goalie,8470074,Jeff,Deslauriers,CAN,193.04,203.0,R
Center,8459442,Saku,Koivu,FIN,177.8,181.0,L
Defence,8465042,Toni,Lydman,FIN,187.96,213.0,L
Right Wing,8471521,Brad,Staubitz,CAN,185.42,207.0,R
Center,8474121,Colton,Gillies,CAN,193.04,208.0,L
Left Wing,8459454,Jay,Pandolfo,USA,185.42,190.0,L
Center,8471514,Rich,Peverley,CAN,180.34,195.0,R
Left Wing,8473484,Kaspars,Daugavins,LVA,182.88,213.0,L
Defence,8469765,Marc-Andre,Bergeron,CAN,175.26,190.0,L
Defence,8466215,Joe,Corvo,USA,182.88,204.0,R
Defence,8462033,Wade,Redden,CAN,187.96,205.0,L
Right Wing,8473908,Kevin,Westgarth,CAN,193.04,234.0,R
Right Wing,8470596,Nathan,Horton,CAN,187.96,229.0,R
Defence,8470137,Joni,Pitkanen,FIN,190.5,220.0,L
Center,8470283,Tim,Brent,CAN,182.88,188.0,R
Defence,8469534,Aaron,Johnson,CAN,185.42,204.0,L
Right Wing,8469812,Chad,LaRose,USA,177.8,181.0,R
Right Wing,8459444,Todd,Bertuzzi,CAN,190.5,229.0,L
Right Wing,8460621,Daniel,Alfredsson,SWE,180.34,203.0,R
Defence,8467931,Matt,Carkner,CAN,195.58,229.0,R
Defence,8468101,Radek,Martinek,CZE,182.88,205.0,R
Right Wing,8475637,Bobby,Butler,USA,182.88,189.0,R
Defence,8466182,Henrik,Tallinder,SWE,193.04,209.0,L
Left Wing,8474666,David,Ullstrom,SWE,187.96,195.0,L
Right Wing,8467428,Krys,Barch,CAN,187.96,225.0,L
Defence,8471701,Joe,Finley,USA,203.2,245.0,L
Goalie,8460704,Johan,Hedberg,SWE,182.88,190.0,
Center,8464967,Marty,Reasoner,USA,185.42,197.0,L
Right Wing,8469454,Ilya,Kovalchuk,RUS,190.5,230.0,R
Center,8469779,Keith,Aucoin,USA,172.72,171.0,L
Defence,8468484,Rostislav,Klesla,CZE,190.5,215.0,L
Left Wing,8460719,Steve,Sullivan,CAN,175.26,165.0,R
Right Wing,8471280,Nick,Johnson,CAN,187.96,200.0,R
Left Wing,8470713,Paul,Bissonnette,CAN,187.96,216.0,L
Center,8468695,Matthew,Lombardi,CAN,180.34,195.0,L
Defence,8464966,Derek,Morris,CAN,182.88,210.0,R
Center,8475602,Casey,Wellman,USA,182.88,173.0,R
Defence,8475275,Patrick,Wey,USA,187.96,200.0,R
Left Wing,8467336,Mike,Rupp,USA,195.58,235.0,L
Center,8470153,Pierre-Marc,Bouchard,CAN,177.8,168.0,L
Center,8469820,Zenon,Konopka,CAN,182.88,213.0,L
Defence,8465122,Brett,Clark,CAN,182.88,194.0,L
Defence,8473953,Derek,Smith,CAN,185.42,197.0,L
Center,8473558,Cory,Emmerton,CAN,182.88,191.0,L
Right Wing,8467463,Mikael,Samuelsson,SWE,187.96,218.0,R
Left Wing,8471234,Wojtek,Wolski,CAN,190.5,215.0,L
Defence,8474649,Tomas,Kundratek,CZE,187.96,201.0,R
Left Wing,8474551,Ville,Leino,FIN,185.42,182.0,L
Center,8462077,Jochen,Hecht,DEU,185.42,198.0,L
Defence,8464981,Cory,Sarich,CAN,193.04,207.0,R
Right Wing,8459514,Jamal,Mayers,CAN,185.42,222.0,R
Left Wing,8464994,Steve,Begin,CAN,182.88,192.0,L
Center,8476834,Roman,Cervenka,CZE,180.34,201.0,L
Defence,8469992,Sheldon,Brookbank,CAN,185.42,202.0,R
Goalie,8462147,Miikka,Kiprusoff,FIN,185.42,185.0,L
Left Wing,8477201,Kellan,Lain,CAN,198.12,210.0,L
Defence,8468114,Douglas,Murray,SWE,190.5,240.0,L
Right Wing,8468095,George,Parros,USA,195.58,224.0,R
Defence,8465914,Francis,Bouillon,USA,172.72,194.0,L
Right Wing,8471851,Matt,D'Agostini,CAN,182.88,198.0,R
Center,8474674,James,Wright,CAN,193.04,210.0,L
Center,8474012,John,Albert,USA,180.34,179.0,L
Defence,8465202,Sami,Salo,FIN,190.5,215.0,R
Defence,8470309,Ryan,Whitney,USA,193.04,209.0,L
Defence,8475118,Matt,Gilroy,USA,185.42,199.0,R
Left Wing,8474201,Pierre-Cedric,Labrie,CAN,190.5,226.0,L
Center,8471352,Jake,Dowell,USA,182.88,200.0,L
Defence,8470685,Alexander,Sulzer,DEU,185.42,198.0,L
Left Wing,8474059,Linus,Omark,SWE,177.8,187.0,L
Defence,8475248,Alexander,Urbom,SWE,193.04,215.0,L
Goalie,8462044,Jean-Sebastien,Giguere,CAN,185.42,202.0,L
Center,8474705,Mark,Olver,CAN,177.8,170.0,L
Right Wing,8474030,Aaron,Palushaj,USA,182.88,187.0,R
Defence,8470273,Ian,White,CAN,177.8,191.0,R
Right Wing,8469467,Chuck,Kobasew,CAN,182.88,192.0,R
Defence,8468636,Greg,Zanon,CAN,180.34,201.0,L
Defence,8470672,Ryan,O'Byrne,CAN,195.58,234.0,R
Center,8468162,Jerred,Smithson,CAN,190.5,209.0,R
Left Wing,8473712,Frazer,McLaren,CAN,195.58,230.0,L
Defence,8470085,Paul,Ranger,CAN,190.5,210.0,L
Left Wing,8469752,Pascal,Pelletier,CAN,180.34,191.0,L
Right Wing,8474077,Carson,McMillan,CAN,185.42,196.0,R
Left Wing,8460496,Ryan,Smyth,CAN,187.96,191.0,L
Goalie,8459140,Nikolai,Khabibulin,RUS,185.42,208.0,L
Left Wing,8471323,Ryan,Jones,CAN,185.42,208.0,L
Left Wing,8471402,Lennart,Petrell,FIN,190.5,215.0,L
Center,8465050,Eric,Belanger,CAN,180.34,185.0,L
Goalie,8470216,Josh,Harding,CAN,187.96,194.0,R
Defence,8473525,Theo,Peckham,CAN,187.96,246.0,L
Defence,8475648,Chris,Breen,CAN,200.66,226.0,L
Defence,8476827,Chad,Billins,USA,177.8,180.0,L
Center,8467831,Jeff,Halpern,USA,182.88,190.0,R
Left Wing,8471842,Tim,Kennedy,USA,177.8,175.0,L
Right Wing,8470123,Cam,Janssen,USA,182.88,215.0,R
Center,8474681,Andrei,Loktionov,RUS,180.34,190.0,L
Right Wing,8474582,Mattias,Tedenby,SWE,175.26,175.0,L
Defence,8469626,Andrew,Alberts,USA,195.58,218.0,L
Defence,8460492,Ed,Jovanovski,CAN,190.5,220.0,L
Goalie,8460703,Tim,Thomas,USA,180.34,201.0,L
Defence,8467478,Kent,Huskins,CAN,193.04,210.0,L
Left Wing,8470280,Ben,Eager,CAN,187.96,226.0,L
Left Wing,8467412,Alexei,Ponikarovsky,UKR,193.04,225.0,L
Defence,8469460,Mike,Komisarek,USA,193.04,235.0,R
Center,8469483,David,Steckel,USA,198.12,215.0,L
Center,8473867,Greg,Rallo,USA,182.88,195.0,R
Center,8473526,Peter,Mueller,USA,187.96,204.0,R
Defence,8462225,Filip,Kuba,CZE,193.04,225.0,L
Center,8469685,Andrew,Murray,CAN,187.96,210.0,L
Center,8459687,Scott,Nichol,CAN,172.72,179.0,R
Right Wing,8471700,Matt,Pelech,CAN,193.04,230.0,R
Center,8462129,Michal,Handzus,SVK,195.58,215.0,L
Left Wing,8476765,Mike,Halmo,CAN,177.8,188.0,L
Center,8476205,Stephane,Da Costa,FRA,180.34,180.0,R
Defence,8471314,Mike,Lundin,USA,187.96,190.0,L
Left Wing,8467881,Taylor,Pyatt,CAN,193.04,230.0,L
Left Wing,8471719,Matt,Kassian,CAN,193.04,240.0,L
Left Wing,8477847,Bryce,Van Brabant,CAN,190.5,207.0,L
Right Wing,8475196,Ben,Hanowski,USA,187.96,210.0,L
Defence,8470310,Aaron,Rome,CAN,185.42,220.0,L
Left Wing,8458537,Ray,Whitney,CAN,177.8,180.0,R
Right Wing,8466398,Tom,Kostopoulos,CAN,182.88,197.0,R
Left Wing,8471859,Sergei,Kostitsyn,BLR,182.88,196.0,L
Left Wing,8473569,Jan,Mursak,SVN,180.34,190.0,R
Right Wing,8471450,Brandon,Yip,CAN,185.42,198.0,R
Left Wing,8471670,Guillaume,Latendresse,CAN,187.96,230.0,L
Defence,8477289,Anton,Belov,RUS,193.04,218.0,L
Defence,8468520,Kurtis,Foster,CAN,195.58,225.0,R
Center,8467353,Nik,Antropov,KAZ,198.12,245.0,L
Center,8469581,Kyle,Wellwood,CAN,177.8,181.0,R
Right Wing,8458590,Mike,Knuble,USA,190.5,229.0,R
Left Wing,8468172,Ruslan,Fedotenko,UKR,185.42,200.0,L
Defence,8470774,Bruno,Gervais,CAN,185.42,200.0,R
Defence,8466309,Mike,Mottau,USA,182.88,195.0,L
Defence,8470265,Anton,Babchuk,UKR,195.58,200.0,R
Goalie,8473414,Leland,Irving,CAN,182.88,177.0,L
Defence,8471321,Brett,Carson,CAN,193.04,210.0,R
Goalie,8469732,Joey,MacDonald,CAN,182.88,197.0,L
Left Wing,8474844,Carter,Bancks,CAN,180.34,181.0,L
Right Wing,8474049,Akim,Aliu,NGA,193.04,225.0,R
Center,8475264,Roman,Horak,CZE,182.88,170.0,L
Left Wing,8468434,Andy,McDonald,CAN,177.8,175.0,L
Defence,8475825,Jani,Hakanpaa,FIN,195.58,218.0,R
Defence,8465012,Tom,Poti,USA,190.5,190.0,L
Defence,8458938,Roman,Hamrlik,CZE,187.96,206.0,L
Right Wing,8470156,Joey,Crabb,USA,185.42,190.0,R
Defence,8473459,Arturs,Kulda,LVA,187.96,215.0,L
Defence,8470061,Derek,Meech,CAN,180.34,200.0,L
Center,8471451,Aaron,Gagnon,CAN,180.34,186.0,R
Right Wing,8468704,Antti,Miettinen,FIN,182.88,190.0,R
Defence,8471216,Cam,Barker,CAN,190.5,223.0,L
Defence,8471810,Derek,Joslin,CAN,185.42,210.0,L
Left Wing,8475283,Lane,MacDermid,USA,190.5,215.0,L
Center,8471807,Tom,Wandell,SWE,185.42,200.0,L
Center,8475198,Joonas,Nattinen,FIN,190.5,192.0,R
Right Wing,8470618,Anthony,Stewart,CAN,190.5,230.0,R
Left Wing,8468660,Darcy,Hordichuk,CAN,185.42,215.0,L
Defence,8468213,Jim,Vandermeer,CAN,185.42,210.0,L
Center,8474719,Teemu,Hartikainen,FIN,185.42,214.0,L
Center,8476849,Harri,Pesonen,FIN,182.88,195.0,L
Center,8475183,Louis,Leblanc,CAN,182.88,188.0,R
Defence,8465200,Tomas,Kaberle,CZE,185.42,212.0,L
Center,8471229,Petteri,Nokelainen,FIN,185.42,201.0,R
Goalie,8474775,Robert,Mayer,CZE,185.42,188.0,L
Right Wing,8469474,Colby,Armstrong,CAN,187.96,185.0,R
Goalie,8469569,Drew,MacIntyre,CAN,185.42,190.0,L
Defence,8471683,Brian,Lee,USA,190.5,200.0,R
Right Wing,8458529,Alex,Kovalev,RUS,187.96,222.0,L
Defence,8467910,Nolan,Yonkman,CAN,198.12,247.0,R
Right Wing,8462041,Radek,Dvorak,CZE,187.96,195.0,R
Goalie,8468481,Rick,DiPietro,USA,182.88,185.0,R
Left Wing,8471246,Chris,Bourque,USA,172.72,174.0,L
Right Wing,8477832,Cody,Kunyk,CAN,180.34,195.0,L
Left Wing,8476367,John,Persson,SWE,190.5,222.0,L
Center,8476445,Johan,Sundstrom,SWE,190.5,201.0,R
Right Wing,8459457,Jamie,Langenbrunner,USA,185.42,205.0,R
Defence,8469480,Jeff,Woywitka,CAN,190.5,227.0,L
Right Wing,8475889,Patrick,Holland,CAN,182.88,185.0,R
Center,8473932,Darroll,Powe,CAN,180.34,212.0,L
Defence,8470192,Steve,Eminger,CAN,187.96,207.0,R
Left Wing,8471220,Rostislav,Olesz,CZE,187.96,215.0,L
Right Wing,8465025,Arron,Asham,CAN,180.34,210.0,R
Center,8470232,Kris,Newbury,CAN,180.34,205.0,L
Right Wing,8460577,Milan,Hejduk,CZE,182.88,190.0,R
Defence,8471705,Brendan,Mikkelson,CAN,190.5,210.0,L
Goalie,8460535,Jose,Theodore,CAN,180.34,172.0,R
Goalie,8460712,Tomas,Vokoun,CZE,185.42,210.0,R
Defence,8467580,Mark,Eaton,USA,185.42,215.0,L
Center,8475304,Scott,Timmins,CAN,180.34,191.0,L
Right Wing,8477811,Ryan,Haggerty,USA,182.88,201.0,R
Goalie,8476319,Nathan,Lieuwen,CAN,195.58,189.0,L
Right Wing,8473734,Tim,Wallace,USA,185.42,207.0,R
Right Wing,8473568,Andreas,Nodl,AUT,185.42,196.0,L
Left Wing,8470777,Francis,Wathier,CAN,193.04,210.0,L
Defence,8475332,Adam,Almquist,SWE,180.34,174.0,L
Defence,8472370,Jordan,Hendry,CAN,182.88,194.0,L
Goalie,8477245,Eric,Hartzell,USA,193.04,205.0,L
Left Wing,8470896,Steve,MacIntyre,CAN,195.58,250.0,L
Defence,8470804,Mathieu,Roy,CAN,187.96,210.0,R
Goalie,8464999,Mathieu,Garon,CAN,185.42,198.0,R
Center,8477243,Drew,LeBlanc,USA,182.88,194.0,L
Center,8476206,Andy,Miele,USA,170.18,169.0,L
Center,8474598,Nicolas,Deschamps,CAN,182.88,173.0,L
Center,8477666,Simon,Moser,CHE,187.96,215.0,L
Defence,8470861,Sean,Sullivan,USA,182.88,195.0,L
Left Wing,8477836,Matt,Carey,CAN,182.88,189.0,L
Goalie,8462047,Martin,Biron,CAN,187.96,186.0,L
Right Wing,8471409,Andrew,Gordon,CAN,182.88,194.0,R
Goalie,8475771,Mark,Visentin,CAN,187.96,201.0,L
Defence,8473416,Michael,Caruso,CAN,187.96,191.0,L
Defence,8468745,Jean-Philippe,Cote,CAN,187.96,216.0,L
Defence,8470268,Denis,Grebeshkov,RUS,182.88,206.0,L
Center,8473927,Brad,Mills,CAN,182.88,195.0,R
Defence,8475395,Matthew,Konan,USA,193.04,186.0,L
Defence,8475202,Taylor,Doherty,CAN,203.2,235.0,R
Defence,8469798,Maxime,Fortunus,CAN,180.34,202.0,R
Goalie,8474855,Nathan,Lawson,CAN,187.96,198.0,L
Left Wing,8475190,Jamie,Devane,CAN,195.58,232.0,L
Goalie,8459306,Robbie,Tallas,CAN,182.88,175.0,L
Center,8471680,Gilbert,Brule,CAN,180.34,187.0,R
Goalie,8475720,Kent,Simpson,CAN,187.96,209.0,L
Center,8473505,Peter,LeBlanc,CAN,175.26,195.0,L
Right Wing,8473616,Jonathan,Rheault,USA,177.8,202.0,R
Left Wing,8474892,Eric,Wellwood,CAN,180.34,180.0,L
Left Wing,8462535,Jody,Shelley,CAN,190.5,230.0,L
Goalie,8468382,Rob,Laurie,USA,177.8,175.0,L
Right Wing,8471428,Pierre-Luc,Letourneau-Leblond,CAN,185.42,218.0,L
Center,8471708,Ryan,Stoa,USA,190.5,200.0,L
Left Wing,8471912,Kevin,Henderson,CAN,190.5,210.0,L
Goalie,8462152,Chris,Mason,CAN,182.88,198.0,L
Left Wing,8476835,Daniel,Bang,SWE,190.5,208.0,L
Center,8475893,Joonas,Rask,FIN,180.34,168.0,R
Goalie,8473638,Cedrick,Desjardins,CAN,182.88,192.0,R
Defence,8468534,Andreas,Lilja,SWE,190.5,220.0,L
Goalie,8462052,Brian,Boucher,USA,187.96,200.0,L
Left Wing,8475845,Justin,Florek,USA,193.04,205.0,L
Goalie,8476846,Cristopher,Nilstorp,SWE,190.5,190.0,R
Right Wing,8475241,Sergey,Andronov,RUS,187.96,190.0,L
Defence,8477082,Dmitry,Korobov,BLR,190.5,230.0,L
Center,8476522,Adam,Payerl,CAN,190.5,218.0,R
Right Wing,8471312,JT,Wyman,USA,187.96,209.0,R
Right Wing,8470704,Jamie,Tardif,CAN,182.88,199.0,R
Defence,8474032,Nick,Petrecki,USA,190.5,230.0,L
Left Wing,8474035,Bill,Sweatt,USA,182.88,190.0,L
Goalie,8476763,Calvin,Heeter,USA,193.04,195.0,L
Defence,8474629,Shawn,Lalonde,CAN,185.42,204.0,R
Defence,8468927,Steve,Montador,CAN,182.88,210.0,R
Goalie,8475431,Henrik,Karlsson,SWE,198.12,209.0,L
Goalie,8477199,Zach,Sikich,USA,185.42,200.0,
Right Wing,8473600,Benn,Ferriero,USA,180.34,195.0,R
Left Wing,8477246,Antoine,Laganiere,CAN,193.04,196.0,L
Left Wing,8471853,Nicolas,Blanchard,CAN,190.5,205.0,L
Right Wing,8474615,Jared,Staal,CAN,193.04,210.0,R
Right Wing,8473944,Matt,Anderson,USA,180.34,195.0,R
Left Wing,8474236,Brett,Gallant,CAN,182.88,191.0,L
Left Wing,8476304,David,Broll,CAN,187.96,235.0,L
Center,8475833,Bill,Arnold,USA,182.88,193.0,R
Defence,8474601,Yann,Sauve,CAN,190.5,209.0,L
Goalie,8471712,Jeff,Frazee,USA,182.88,195.0,L
Defence,8476411,Jonathan,Racine,CAN,187.96,194.0,L
Goalie,8476373,Niklas,Lundstrom,SWE,185.42,194.0,L
Left Wing,8474254,John,Kurtz,CAN,187.96,210.0,L
Goalie,8475303,Connor,Knapp,USA,198.12,206.0,L
Right Wing,8476086,Justin,Johnson,USA,185.42,220.0,R
Goalie,8474754,Joacim,Eriksson,SWE,185.42,189.0,R
Right Wing,8469755,Brandon,Segal,CAN,187.96,215.0,R
Center,8474939,Mark,Van Guilder,USA,185.42,186.0,R
Center,8467543,Toby,Petersen,USA,177.8,195.0,L
Center,8470366,Martin,St Pierre,CAN,175.26,188.0,L
Left Wing,8459596,Andrew,Brunette,CAN,185.42,215.0,L
Defence,8471279,Sami,Lepisto,FIN,185.42,193.0,L
Defence,8458637,Sean,O'Donnell,CAN,187.96,238.0,L
Center,8459461,Brendan,Morrison,CAN,180.34,176.0,L
Defence,8470329,Chris,Campoli,CAN,182.88,200.0,L
Center,8470705,Corey,Locke,CAN,175.26,175.0,L
Right Wing,8471634,Ryan,Shannon,USA,175.26,175.0,R
Goalie,8469461,Pascal,Leclaire,CAN,187.96,202.0,L
Right Wing,8466212,Francis,Lessard,CAN,187.96,235.0,R
Right Wing,8459640,Mike,Grier,USA,185.42,224.0,R
Center,8459427,Rob,Niedermayer,CAN,187.96,203.0,L
Right Wing,8471368,Roman,Wick,CHE,187.96,208.0,L
Right Wing,8469670,Marek,Svatos,SVK,177.8,185.0,R
Defence,8469472,Shaone,Morrisonn,CAN,193.04,210.0,L
Center,8467878,Tim,Connolly,USA,185.42,190.0,R
Center,8468789,Jason,Williams,CAN,180.34,192.0,R
Defence,8467519,Karlis,Skrastins,LVA,187.96,208.0,L
Center,8468506,Brian,Sutherby,CAN,187.96,208.0,L
Left Wing,8470620,Jeff,Tambellini,CAN,180.34,186.0,L
Center,8469584,Joel,Perrault,CAN,187.96,212.0,R
Center,8460533,Dave,Scatchard,CAN,190.5,220.0,R
Left Wing,8468515,Brad,Winchester,USA,195.58,230.0,L
Left Wing,8474762,Stefan,Della Rovere,CAN,180.34,205.0,L
Defence,8471692,Ryan,Parent,CAN,190.5,198.0,L
Center,8462118,Marc,Savard,CAN,177.8,191.0,L
Right Wing,8450725,Mark,Recchi,CAN,177.8,195.0,L
Left Wing,8470603,Andrei,Kostitsyn,BLR,182.88,214.0,L
Left Wing,8468463,Mathieu,Darche,CAN,185.42,215.0,L
Defence,8465005,Colin,White,CAN,193.04,215.0,L
Center,8462036,Daymond,Langkow,CAN,177.8,181.0,L
Center,8470615,Marc-Antoine,Pouliot,CAN,187.96,203.0,R
Defence,8457063,Nicklas,Lidstrom,SWE,185.42,192.0,L
Left Wing,8460743,Tomas,Holmstrom,SWE,182.88,200.0,L
Defence,8467915,Mike,Commodore,CAN,193.04,227.0,R
Defence,8459424,Chris,Pronger,CAN,198.12,220.0,L
Defence,8467927,Andrew,Hutchinson,USA,187.96,195.0,R
Right Wing,8464957,J-P,Dumont,CAN,185.42,205.0,L
Center,8467964,Mike,Comrie,CAN,177.8,185.0,L
Right Wing,8468252,Eric,Godard,CAN,193.04,222.0,R
Right Wing,8460502,Wade,Belak,CAN,195.58,222.0,R
Left Wing,8467579,Trevor,Gillies,CAN,190.5,231.0,L
Right Wing,8465059,Matt,Bradley,CAN,190.5,200.0,R
Center,8459429,Jason,Arnott,CAN,195.58,220.0,R
Left Wing,8470294,DJ,King,CAN,190.5,231.0,L
Defence,8469684,Milan,Jurcina,SVK,193.04,253.0,R
Left Wing,8464979,Marco,Sturm,DEU,182.88,196.0,L
Defence,8473501,Ty,Wishart,CAN,193.04,225.0,L
Center,8474731,Justin,DiBenedetto,CAN,182.88,198.0,L
Defence,8474063,Mark,Katic,CAN,177.8,191.0,L
Defence,8468846,Tyler,Sloan,CAN,193.04,214.0,L
Left Wing,8468500,Alex,Frolov,RUS,187.96,210.0,R
Defence,8471714,Michael,Sauer,USA,190.5,213.0,R
Left Wing,8468224,Sean,Avery,CAN,177.8,195.0,L
Center,8471753,T.J.,Hensick,USA,177.8,190.0,R
Center,8460562,Chris,Drury,USA,177.8,191.0,R
Center,8465192,Samuel,Pahlsson,SWE,182.88,202.0,L
Left Wing,8466181,Kristian,Huselius,SWE,187.96,184.0,L
Center,8471483,Kyle,Wilson,CAN,185.42,200.0,R
Right Wing,8460567,Chris,Clark,USA,182.88,191.0,R
Defence,8466145,Nick,Boynton,CAN,185.42,218.0,R
